property_type,bhk,area,locality,city,price_in_crore,price_per_sqft,new_resale,age_of_property,bathrooms,carpet_area,floor,balconies,additional_rooms,furnishing_type,facing,amenities,furnish_details
Apartment,3,1638.0,Appa Junction Peerancheru,Hyderabad,1.11,6800.0,New,Moderately New Property,3,1453.06,10.0,1.0,,Unfurnished,West,"Swimming Pool, ATM, Sports Facility, Lift(s), Jogging Track, Full Power Backup, Intercom, Childrens play area, Club House, Shopping Mall, Landscaped Gardens, Staff Quarter, Rain Water Harvesting, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Apartment,3,2060.0,Kondapur,Hyderabad,1.69,8250.0,New,Unknown,3,1827.42,3.0,2.0,,Unfurnished,East,"Swimming Pool, Landscaped Gardens, Multipurpose Room, Rain Water Harvesting, Intercom, Jogging Track, 24 X 7 Security, Car Parking, Gymnasium, Club House, Childrens play area, Lift(s)",
Apartment,3,1200.0,Patancheru,Hyderabad,0.41,3416.0,New,Unknown,3,1064.52,4.0,3.0,,Furnished,East,,
Apartment,4,4650.0,Khajiguda,Hyderabad,7.44,16000.0,New,Unknown,4,4125.0,4.0,1.0,,Unfurnished,East,"Rain Water Harvesting, Intercom, Car Parking, Club House, Vaastu Compliant, 24 X 7 Security, Full Power Backup, Lift(s)",
Apartment,3,2465.0,Lb Nagar,Hyderabad,1.6,6500.0,New,New Property,3,2186.69,7.0,1.0,,Unfurnished,East,"ATM, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Childrens play area, Maintenance Staff, Club House, Intercom, Swimming Pool, Landscaped Gardens, Multipurpose Room, Rain Water Harvesting, Cafeteria, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security",
Apartment,4,1855.0,Kukatpally,Hyderabad,0.91,4918.0,Resale,Old Property,3,1645.56,6.0,2.0,,Unfurnished,East,"Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Multipurpose Room, Rain Water Harvesting, Intercom, Jogging Track, Vaastu Compliant, 24 X 7 Security, Car Parking, Club House, Childrens play area","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Independent House,8,3800.0,Nallakunta,Hyderabad,3.75,9868.0,Resale,Unknown,8,3370.97,2.0,1.0,,Unfurnished,South,,Gas connection
Apartment,2,1155.0,Spring Fields Colony,Hyderabad,0.95,8225.0,Resale,New Property,2,1024.6,1.0,1.0,,Furnished,NorthEast,"Rain Water Harvesting, Maintenance Staff, Car Parking, Vaastu Compliant, 24 X 7 Security, Full Power Backup, Lift(s)",Wardrobe
Apartment,3,1600.0,Serilingampally,Hyderabad,1.03,6437.0,New,Unknown,2,1419.35,7.0,2.0,,Semi-Furnished,East,,
Apartment,2,1009.0,Pati,Hyderabad,0.33,3260.0,New,Unknown,2,895.08,4.0,1.0,,Furnished,East,,
Apartment,3,1515.0,Karmanghat,Hyderabad,0.76,5000.0,New,Unknown,3,1343.95,5.0,2.0,,Unfurnished,NorthEast,"Sports Facility, Swimming Pool, Gymnasium, Childrens play area, Full Power Backup, Lift(s)",
Apartment,2,1482.0,Appa Junction Peerancheru,Hyderabad,0.82,5500.0,New,Unknown,2,1314.68,15.0,1.0,,Unfurnished,North,"Indoor Games, ATM, Lift(s), Full Power Backup, Intercom, Childrens play area, Rain Water Harvesting, Gymnasium, Hospital, School, Shopping Mall, Car Parking, Swimming Pool, Club House, Multipurpose Room",
Apartment,3,1811.0,Rajendra Nagar,Hyderabad,1.08,6000.0,New,Unknown,3,1606.53,9.0,1.0,,Unfurnished,East,"Cafeteria, Jogging Track, Indoor Games, Gymnasium, Childrens play area, Swimming Pool",
Apartment,3,1674.0,Gopanapalli,Hyderabad,1.12,6704.0,New,Unknown,3,1485.0,5.0,1.0,,Unfurnished,West,"Full Power Backup, Lift(s)",Microwave
Villa,4,3675.0,Kollur,Hyderabad,3.99,10884.0,New,Unknown,4,3260.08,2.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Dining Table
Apartment,3,1500.0,Ameenpur,Hyderabad,0.93,6190.0,Resale,Unknown,3,1330.65,2.0,2.0,,Unfurnished,East,"Intercom, Car Parking, Childrens play area, 24 X 7 Security, Full Power Backup, Lift(s)","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Apartment,3,1660.0,Kokapet,Hyderabad,1.44,8699.0,New,Unknown,3,1472.58,0.0,1.0,,Unfurnished,East,"Swimming Pool, ATM, Sports Facility, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Childrens play area, Club House, Multipurpose Room, Rain Water Harvesting, Intercom, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Apartment,2,1318.0,Nallagandla Gachibowli,Hyderabad,1.05,7966.0,New,New Property,2,1169.19,2.0,1.0,,Unfurnished,East,"Swimming Pool, Shopping Mall, Sports Facility, Lift(s), Indoor Games, Full Power Backup, Childrens play area, Rain Water Harvesting, Intercom, Jogging Track, Club House, 24 X 7 Security, Car Parking, Gymnasium",
Apartment,4,1864.0,Toli Chowki,Hyderabad,1.18,6330.0,Resale,Unknown,4,1653.55,4.0,1.0,,Furnished,East,"Club House, Childrens play area, Full Power Backup, Lift(s)",
Apartment,3,1955.0,Malkajgiri,Hyderabad,1.46,7500.0,New,New Property,3,1734.27,5.0,1.0,,Unfurnished,East,"Cafeteria, Indoor Games, Swimming Pool, Car Parking, Club House, Vaastu Compliant, Childrens play area, Full Power Backup, Gymnasium",
Apartment,3,1330.0,Ameenpur,Hyderabad,0.66,4962.0,New,Unknown,2,1179.84,2.0,2.0,,Unfurnished,East,"Sports Facility, Gymnasium, Club House, Childrens play area, Full Power Backup, Lift(s)",
Apartment,2,1160.0,Bachupally,Hyderabad,0.64,5501.0,New,Unknown,2,1029.03,2.0,1.0,,Unfurnished,North,"Full Power Backup, Lift(s)",
Apartment,2,1101.0,Gandi Maisamma,Hyderabad,0.59,5395.0,New,Unknown,2,976.69,2.0,1.0,,Unfurnished,East,"Swimming Pool, Lift(s), Sports Facility, Full Power Backup, Indoor Games, Childrens play area, Rain Water Harvesting, Cafeteria, Intercom, Club House, 24 X 7 Security, Car Parking, Gymnasium",
Apartment,3,1456.0,Hitech City,Hyderabad,1.96,13500.0,Resale,Unknown,3,1291.61,2.0,1.0,,Unfurnished,East,,
Apartment,3,2225.0,Ibrahim Bagh,Hyderabad,1.24,5600.0,New,Unknown,2,1973.79,5.0,1.0,,Unfurnished,East,,
Apartment,3,1531.0,Serilingampally,Hyderabad,0.65,4266.0,Resale,Moderately New Property,3,1358.15,7.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Rain Water Harvesting, Maintenance Staff, 24 X 7 Security, Car Parking, Club House, Vaastu Compliant, Childrens play area","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Apartment,3,1965.0,Tellapur,Hyderabad,1.23,6299.0,New,Unknown,3,1743.15,16.0,1.0,,Unfurnished,East,"Swimming Pool, Lift(s), Rain Water Harvesting, Golf Course, Jogging Track, Indoor Games, 24 X 7 Security, Car Parking, Gymnasium, Club House, Childrens play area, Full Power Backup",
Apartment,3,1775.0,Kukatpally,Hyderabad,1.42,8000.0,New,New Property,3,1574.6,4.0,1.0,,Unfurnished,East,"Shopping Mall, Lift(s), Multipurpose Room, Rain Water Harvesting, Intercom, Jogging Track, Car Parking, Swimming Pool, Gymnasium, Indoor Games",
Villa,2,2500.0,Hayathnagar,Hyderabad,2.0,8000.0,Resale,Unknown,2,2217.74,2.0,1.0,,Unfurnished,East,,
Apartment,2,1170.0,Miyapur,Hyderabad,1.1,9462.0,New,New Property,2,1037.9,3.0,1.0,,Unfurnished,East,"Shopping Mall, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Childrens play area, Maintenance Staff, Club House, Golf Course, Swimming Pool, Landscaped Gardens, Multipurpose Room, Rain Water Harvesting, Cafeteria, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security",
Villa,4,6500.0,Gandipet,Hyderabad,18.0,27692.0,Resale,Unknown,5,5766.13,2.0,1.0,,Furnished,East,,
Apartment,3,2270.0,Nanakramguda,Hyderabad,3.08,13592.0,New,Unknown,3,2013.71,11.0,1.0,,Unfurnished,East,"Cafeteria, Jogging Track, Indoor Games, Full Power Backup, Gymnasium, Club House, Childrens play area",
Apartment,3,1940.0,Miyapur,Hyderabad,1.16,5999.0,New,Unknown,3,1720.97,7.0,2.0,,Unfurnished,West,"Car Parking, Multipurpose Room, Indoor Games, Lift(s), 24 X 7 Security, Rain Water Harvesting, Cafeteria, Intercom, Jogging Track, Childrens play area, Full Power Backup, Swimming Pool, Gymnasium, Club House",
Apartment,2,1265.0,Kollur Road,Hyderabad,0.38,3000.0,New,Unknown,2,1122.18,5.0,1.0,,Furnished,East,,
Apartment,3,1405.0,Tukkuguda,Hyderabad,0.63,4500.0,New,Unknown,3,1246.37,5.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,3,1646.0,Kokapet,Hyderabad,0.79,4800.0,New,Unknown,2,1460.16,0.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Staff Quarter, Intercom, Indoor Games, Vaastu Compliant, Car Parking, Club House, Childrens play area",
Independent House,2,1350.0,Ramachandra Puram,Hyderabad,0.9,6666.0,Resale,Unknown,3,1197.58,2.0,1.0,,Semi-Furnished,West,,
Apartment,3,1804.0,Bachupally,Hyderabad,1.27,7060.0,New,New Property,3,1600.32,2.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Indoor Games, Swimming Pool, Full Power Backup, Childrens play area",
Apartment,3,1600.0,Domalguda,Hyderabad,1.2,7500.0,Resale,Old Property,3,1419.35,4.0,2.0,"study room, pooja room",Semi-Furnished,West,"Car Parking, 24 X 7 Security, Full Power Backup",Wardrobe
Apartment,2,1100.0,Vattinagulapally,Hyderabad,0.6,5454.0,New,Unknown,2,975.81,2.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Villa,4,3595.0,Nallagandla Gachibowli,Hyderabad,2.76,6265.0,New,New Property,4,3189.11,2.0,1.0,,Unfurnished,East,"Swimming Pool, Lift(s), Sports Facility, Full Power Backup, Indoor Games, Childrens play area, Jogging Track, Club House, Multipurpose Room, Rain Water Harvesting, Cafeteria, Intercom, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Apartment,2,1080.0,Hitech City,Hyderabad,1.5,13888.0,Resale,Old Property,2,958.06,2.0,1.0,pooja room,Unfurnished,West,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,2,1794.0,Kollur,Hyderabad,0.58,3232.0,New,Unknown,2,1591.45,2.0,1.0,,Semi-Furnished,East,"Rain Water Harvesting, Cafeteria, Intercom, Swimming Pool, Gymnasium, Childrens play area, 24 X 7 Security, ATM",
Apartment,3,1520.0,Puppalaguda,Hyderabad,0.99,6500.0,New,Unknown,3,1348.39,4.0,2.0,,Semi-Furnished,East,,
Apartment,2,1160.0,Ghatkesar,Hyderabad,0.57,4900.0,New,Unknown,2,1029.03,2.0,1.0,,Unfurnished,East,"Full Power Backup, Lift(s)",
Apartment,3,3000.0,Nanakramguda,Hyderabad,3.0,10000.0,New,Unknown,4,2661.29,11.0,1.0,,Unfurnished,East,"Cafeteria, Jogging Track, Indoor Games, Full Power Backup, Gymnasium, Club House, Childrens play area",
Apartment,3,1670.0,Gundlapochampalli,Hyderabad,0.83,5000.0,New,Moderately New Property,3,1481.45,5.0,1.0,,Unfurnished,East,"Childrens play area, Full Power Backup, Lift(s)",Microwave
Apartment,3,1885.0,Patancheru,Hyderabad,0.87,4600.0,New,Unknown,3,1672.18,4.0,2.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Villa,4,4090.0,Pati,Hyderabad,3.75,9168.0,New,Unknown,4,3628.23,2.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,2,1250.0,Hastinapuram,Hyderabad,0.65,5200.0,New,Moderately New Property,2,1108.87,1.0,1.0,,Unfurnished,West,,
Apartment,2,1285.0,Ecil,Hyderabad,0.5,3891.0,New,New Property,2,1139.92,5.0,2.0,,Semi-Furnished,West,"ATM, Lift(s), Hospital, School, Shopping Mall, 24 X 7 Security, Car Parking, Full Power Backup",
Apartment,2,1100.0,Rampally,Hyderabad,0.35,3181.0,New,Unknown,2,975.81,1.0,1.0,pooja room,Unfurnished,North,"Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup, Lift(s)",Sofa
Apartment,2,1250.0,Kukatpally,Hyderabad,0.96,7650.0,New,Unknown,2,1108.87,10.0,1.0,,Unfurnished,East,"Full Power Backup, Multipurpose Room, Indoor Games, Lift(s), Childrens play area, Rain Water Harvesting, Cafeteria, Intercom, Jogging Track, Club House, 24 X 7 Security, Swimming Pool, Gymnasium",
Apartment,3,1925.0,Nanakramguda,Hyderabad,2.7,14025.0,Resale,New Property,3,1707.66,11.0,1.0,,Semi-Furnished,East,"Indoor Games, Hospital, Jogging Track, Lift(s), Intercom, Full Power Backup, Cafeteria, Childrens play area, Rain Water Harvesting, Club House, Swimming Pool, School, Shopping Mall, Landscaped Gardens, Multipurpose Room, Sports Facility, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Apartment,3,1989.0,Kokapet,Hyderabad,1.8,9049.0,New,Unknown,3,1764.44,0.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Rain Water Harvesting, Sports Facility, Swimming Pool, Car Parking, Club House, Childrens play area, Full Power Backup",Gas connection
Apartment,3,2155.0,Manikonda,Hyderabad,1.67,7750.0,New,Unknown,3,1911.69,2.0,1.0,,Unfurnished,East,"Landscaped Gardens, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Childrens play area, Multipurpose Room, Rain Water Harvesting, Intercom, Maintenance Staff, Club House, 24 X 7 Security, Car Parking, Swimming Pool, Gymnasium",
Apartment,2,1410.0,Tellapur,Hyderabad,0.83,5899.0,New,Unknown,2,1250.81,2.0,1.0,,Unfurnished,West,"Sports Facility, Swimming Pool, Gymnasium, Club House, Childrens play area, Full Power Backup, Lift(s)",
Apartment,2,1150.0,Narayanguda,Hyderabad,0.8,6956.0,Resale,Unknown,2,1020.16,2.0,2.0,,Semi-Furnished,East,,
Independent House,4,2700.0,Beeramguda,Hyderabad,1.7,6296.0,New,New Property,5,2395.16,2.0,1.0,pooja room,Unfurnished,West,,
Apartment,2,1200.0,Aghapura,Hyderabad,0.61,5083.0,Resale,Moderately New Property,2,1064.52,1.0,1.0,pooja room,Unfurnished,West,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Independent Floor,2,1000.0,Masab Tank,Hyderabad,0.69,6900.0,Resale,Moderately New Property,2,887.1,2.0,1.0,pooja room,Unfurnished,West,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,4,5430.0,Serilingampally,Hyderabad,7.33,13499.0,Resale,Unknown,4,4816.94,4.0,1.0,,Unfurnished,West,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,3,1745.0,Aminpur,Hyderabad,1.26,7220.0,New,Unknown,3,1547.98,5.0,1.0,,Unfurnished,East,,
Apartment,3,2580.0,Banjara Hills,Hyderabad,1.0,3901.0,New,Moderately New Property,3,2288.71,1.0,1.0,,Unfurnished,East,"Swimming Pool, Landscaped Gardens, Lift(s), Full Power Backup, Indoor Games, Childrens play area, Multipurpose Room, Rain Water Harvesting, Intercom, Jogging Track, Vaastu Compliant, 24 X 7 Security, Car Parking, Gymnasium, Club House","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Apartment,2,1239.0,Nacharam,Hyderabad,0.6,4842.0,Resale,Unknown,2,1099.11,1.0,1.0,,Semi-Furnished,West,,
Apartment,2,950.0,Quthbullapur,Hyderabad,0.48,5052.0,New,Unknown,2,842.74,2.0,1.0,,Unfurnished,East,,
Apartment,3,2240.0,Malkajgiri,Hyderabad,1.68,7500.0,New,New Property,2,1987.1,5.0,1.0,,Unfurnished,East,"Cafeteria, Indoor Games, Swimming Pool, Car Parking, Club House, Vaastu Compliant, Childrens play area, Full Power Backup, Gymnasium",
Apartment,2,1210.0,Isnapur,Hyderabad,0.54,4500.0,New,Unknown,2,1073.39,1.0,1.0,,Unfurnished,West,"Swimming Pool, ATM, Sports Facility, Lift(s), Full Power Backup, Childrens play area, Intercom, Club House, Multipurpose Room, Rain Water Harvesting, Cafeteria, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Apartment,2,1330.0,Manikonda,Hyderabad,0.75,5639.0,New,Unknown,2,1179.84,2.0,1.0,,Unfurnished,East,"Sports Facility, Swimming Pool, Gymnasium, Club House, Childrens play area, Full Power Backup, Lift(s)",Gas connection
Apartment,3,1450.0,Kondapur,Hyderabad,1.08,7448.0,New,Unknown,3,1286.29,5.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Full Power Backup, Childrens play area",Gas connection
Apartment,3,1891.0,Kondapur,Hyderabad,1.9,10053.0,New,Unknown,3,1677.5,5.0,1.0,,Unfurnished,East,"Sports Facility, ATM, Indoor Games, Lift(s), Jogging Track, Full Power Backup, Childrens play area, Multipurpose Room, Rain Water Harvesting, Cafeteria, Club House, 24 X 7 Security, Car Parking, Swimming Pool, Gymnasium",
Villa,5,5500.0,Kapra,Hyderabad,4.25,7727.0,New,Unknown,5,4879.03,2.0,1.0,,Unfurnished,SouthEast,,
Villa,4,2100.0,Patancheru,Hyderabad,0.99,4714.0,New,Unknown,3,1862.9,2.0,1.0,,Semi-Furnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,2,1150.0,Manikonda,Hyderabad,0.56,4869.0,Resale,Unknown,2,1020.16,2.0,2.0,,Semi-Furnished,South,"Intercom, Full Power Backup, Lift(s)",
Independent House,7,4500.0,Nallakunta,Hyderabad,3.87,8600.0,Resale,Unknown,7,3991.94,2.0,1.0,,Furnished,SouthEast,,
Apartment,4,5200.0,Nanakramguda,Hyderabad,8.06,15500.0,Resale,New Property,5,4612.9,8.0,1.0,,Unfurnished,East,"Gymnasium, Landscaped Gardens, Swimming Pool, Lift(s), Full Power Backup, Rain Water Harvesting, Intercom, 24 X 7 Security, Car Parking, Club House",
Villa,4,3507.0,Gandipet,Hyderabad,0.8,2276.0,Resale,Moderately New Property,4,3111.05,2.0,1.0,,Unfurnished,NorthEast,"Swimming Pool, Landscaped Gardens, Lift(s), Full Power Backup, Indoor Games, Childrens play area, Multipurpose Room, Rain Water Harvesting, Intercom, Jogging Track, Club House, 24 X 7 Security, Car Parking, Gymnasium","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Apartment,2,1120.0,Bachupally,Hyderabad,0.43,3800.0,New,Unknown,2,993.55,1.0,1.0,,Unfurnished,East,"Rain Water Harvesting, Car Parking, 24 X 7 Security, Full Power Backup, Lift(s)",
Apartment,3,1950.0,Kokapet,Hyderabad,2.25,11538.0,Resale,New Property,3,1729.84,8.0,1.0,pooja room,Semi-Furnished,East,"Club House, Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, Childrens play area, 24 X 7 Security, Full Power Backup","Gas connection, Wardrobe"
Villa,4,3770.0,B N Reddy Nagar,Hyderabad,3.01,8000.0,New,Unknown,4,3344.35,2.0,1.0,,Unfurnished,SouthEast,,
Villa,4,4750.0,Kismatpur,Hyderabad,1.95,4117.0,New,Unknown,4,4213.71,2.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Multipurpose Room, Intercom, Jogging Track, Indoor Games, Vaastu Compliant, 24 X 7 Security, Car Parking, Club House, Childrens play area","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Apartment,2,1130.0,Chandanagar,Hyderabad,0.68,6000.0,New,Unknown,2,1002.42,1.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,3,2560.0,Kollur,Hyderabad,1.02,4000.0,New,Unknown,3,2270.97,6.0,1.0,,Unfurnished,East,"Childrens play area, 24 X 7 Security, Full Power Backup",
Apartment,3,1957.0,Kollur,Hyderabad,0.68,3499.0,New,Unknown,3,1736.05,6.0,1.0,,Unfurnished,East,"Sports Facility, ATM, Lift(s), 24 X 7 Security, Rain Water Harvesting, Cafeteria, Intercom, Childrens play area, Full Power Backup, Swimming Pool, Gymnasium, Club House",
Apartment,3,1590.0,Dundigal,Hyderabad,0.71,4466.0,New,Unknown,3,1410.48,5.0,1.0,,Unfurnished,East,,
Apartment,3,1432.0,Tellapur,Hyderabad,1.05,7400.0,New,Unknown,2,1270.32,16.0,1.0,,Unfurnished,East,"Indoor Games, ATM, Jogging Track, Lift(s), Intercom, Full Power Backup, Golf Course, Childrens play area, Cafeteria, Club House, Swimming Pool, Shopping Mall, Multipurpose Room, Rain Water Harvesting, Sports Facility, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Apartment,3,1600.0,Madhapur,Hyderabad,0.85,5312.0,New,Unknown,2,1419.35,6.0,2.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,2,1215.0,Hafeezpet,Hyderabad,0.82,6748.0,New,Unknown,2,1077.82,8.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,3,1921.0,Kondapur,Hyderabad,1.85,9630.0,Resale,Unknown,3,1704.11,5.0,1.0,,Unfurnished,West,"Swimming Pool, ATM, Lift(s), Cafeteria, Gymnasium, Club House, Childrens play area",
Villa,5,5500.0,Kapra,Hyderabad,3.86,7018.0,New,Unknown,5,4879.03,2.0,1.0,,Semi-Furnished,East,,
Apartment,3,1450.0,Manikonda,Hyderabad,1.08,7448.0,New,Unknown,3,1286.29,5.0,1.0,,Semi-Furnished,NorthEast,,
Independent House,5,3250.0,Ameerpet,Hyderabad,2.6,8000.0,Resale,Unknown,1,2883.06,2.0,1.0,,Semi-Furnished,NorthEast,,
Villa,4,3060.0,Velimela,Hyderabad,1.74,5686.0,New,Unknown,4,2714.52,2.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,3,1199.0,Bachupally,Hyderabad,0.81,6790.0,New,New Property,3,1063.63,2.0,1.0,,Unfurnished,East,"Swimming Pool, Lift(s), 24 X 7 Security, Rain Water Harvesting, Indoor Games, Full Power Backup, Vaastu Compliant, Cafeteria, Intercom, Maintenance Staff, Jogging Track, Club House, Childrens play area, Car Parking, Gymnasium",
Apartment,2,1153.0,Narsingi,Hyderabad,0.75,6500.0,New,Unknown,2,1022.82,2.0,1.0,,Unfurnished,East,,
Apartment,3,2140.0,Alwal,Hyderabad,1.34,6300.0,New,Unknown,3,1898.39,2.0,1.0,,Unfurnished,East,"Gymnasium, Cafeteria, Swimming Pool, Intercom, Jogging Track, Indoor Games, Full Power Backup, 24 X 7 Security, Club House, Vaastu Compliant, Childrens play area",
