property_type,bhk,area,society_name,locality,city,price_in_crore,price_per_sqft,status,new_resale,price_negotiable,age_of_property,bathrooms,carpet_area,floor,booking_amount,balconies,additional_rooms,security_deposit,furnishing_type,facing,overlooking,ownership_type,amenities,furnish_details
Apartment,3,1630.0,,Bandlaguda Jagir,Hyderabad,1.03,6319.0,Under Construction,New,No,Unknown,3.0,1445.97,,,,,No Deposit,Semi-Furnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area","Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Sofa, Refrigerator, TV"
Independent House,4,2800.0,,Kapra,Hyderabad,1.35,4821.0,Ready to move,New,No,Unknown,4.0,2483.87,,,,,No Deposit,Semi-Furnished,,,,,
Apartment,3,1585.0,,Kukatpally,Hyderabad,0.66,4164.0,Under Construction,New,No,Unknown,3.0,1406.05,,,,,No Deposit,Unfurnished,NorthEast,,,,
Apartment,3,1500.0,,Bowenpally,Hyderabad,0.78,5200.0,Ready to move,New,No,Unknown,2.0,1330.65,,,,,No Deposit,Unfurnished,NorthWest,,,Lift(s),Washing Machine
Apartment,3,1659.0,Divine Space,Tellapur,Hyderabad,1.0,6000.0,Under Construction,New,No,Unknown,2.0,1471.69,,,,,No Deposit,Unfurnished,,,,"Full Power Backup, Lift(s)",
Apartment,3,1385.0,Ssv Krishna Heights,Peerzadiguda,Hyderabad,0.67,4826.0,Under Construction,New,No,Unknown,3.0,1228.63,,,,,No Deposit,Unfurnished,,,,,
Independent House,3,2700.0,,Baghdad Colony,Hyderabad,2.7,10000.0,Ready to move,Resale,Yes,Old Property,5.0,2395.16,,1000000.0,3.0,"study room, pooja room",No Deposit,Unfurnished,East,,,,
Apartment,3,1325.0,,Puppalaguda,Hyderabad,0.82,6200.0,Ready to move,New,No,Moderately New Property,2.0,1175.4,,,,,No Deposit,Unfurnished,,,,,
Apartment,3,1681.0,,Narsingi,Hyderabad,0.84,4997.0,Under Construction,Resale,No,Unknown,3.0,1491.21,,,,,No Deposit,Unfurnished,West,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Full Power Backup, Club House, Childrens play area",
Apartment,2,1160.0,,Aminpur,Hyderabad,0.56,4827.0,Ready to move,New,No,Unknown,2.0,1029.03,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Full Power Backup, Childrens play area",
Independent House,2,1575.0,,Muthangi,Hyderabad,0.8,5079.0,Ready to move,New,No,Unknown,2.0,1397.18,,,,,No Deposit,Unfurnished,,,,,
Villa,3,1200.0,Red Clay Court 2,Maheshwaram,Hyderabad,0.8,6666.0,Under Construction,New,No,Unknown,2.0,1064.52,,,,,No Deposit,Unfurnished,North,,,"Rain Water Harvesting, Maintenance Staff, Car Parking, Vaastu Compliant, Childrens play area, 24 X 7 Security, Full Power Backup",
Apartment,3,1087.0,Provident Kenworth,Rajendra Nagar,Hyderabad,0.71,6518.0,Ready to move,New,Yes,New Property,3.0,964.27,7.0,,,,No Deposit,Unfurnished,,,Freehold,"Indoor Games, ATM, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Childrens play area, Cafeteria, Club House, Rain Water Harvesting, Swimming Pool, Car Parking, Shopping Mall, Landscaped Gardens, Multipurpose Room, Staff Quarter, 24 X 7 Security, Sports Facility, Gymnasium, Vaastu Compliant",
Apartment,3,1600.0,,Pragathi Nagar Kukatpally,Hyderabad,0.85,5312.0,Ready to move,Resale,No,Moderately New Property,3.0,1419.35,,,,,No Deposit,Semi-Furnished,West,,,"Full Power Backup, Lift(s)",AC
Villa,3,3300.0,,Kollur,Hyderabad,2.9,8787.0,Ready to move,New,No,Moderately New Property,3.0,2927.42,,,,,No Deposit,Unfurnished,,,,,
Apartment,4,3805.0,,Gachibowli,Hyderabad,4.17,10959.0,Ready to move,New,No,Unknown,5.0,3375.4,,,,,No Deposit,Semi-Furnished,East,,,,
Apartment,3,1700.0,Golden Residency,Panchavati Colony,Hyderabad,0.58,3411.0,Ready to move,New,No,Unknown,3.0,1508.06,,,,,No Deposit,Semi-Furnished,,,,"Intercom, Full Power Backup, Lift(s)",Gas connection
Apartment,3,2000.0,,Shaikpet,Hyderabad,1.5,7500.0,Ready to move,Resale,Yes,New Property,3.0,1774.19,22.0,2000000.0,2.0,"study room, servant room, pooja room",No Deposit,Furnished,West,"Corner, Garden View, Pool View, Road View",Freehold,"Maintenance Staff, ATM, Intercom, Lift(s), Golf Course, Full Power Backup, Cafeteria, Childrens play area, Rain Water Harvesting, Club House, Staff Quarter, Swimming Pool, Multipurpose Room, Indoor Games, Car Parking, Hospital, School, Shopping Mall, 24 X 7 Security, Jogging Track, Sports Facility, Gymnasium, Vaastu Compliant","BED, Gas connection, Wifi, TV, Wardrobe, AC"
Apartment,2,810.0,Urbanrise Spring Is In The Air,Miyapur,Hyderabad,0.39,4799.0,Under Construction,New,Yes,Unknown,2.0,718.55,2.0,,,,No Deposit,Unfurnished,,,Freehold,"Swimming Pool, Lift(s), Sports Facility, Full Power Backup, Indoor Games, Childrens play area, Multipurpose Room, Rain Water Harvesting, Intercom, Jogging Track, Vaastu Compliant, 24 X 7 Security, Car Parking, Gymnasium, Club House",
Villa,5,5300.0,Radha Maple Town,Bandlaguda Jagir,Hyderabad,6.7,12641.0,Ready to move,Resale,No,Old Property,5.0,4701.61,,,,,No Deposit,Semi-Furnished,East,,,"Rain Water Harvesting, Intercom, Jogging Track, Full Power Backup, Gymnasium, Club House, Childrens play area, 24 X 7 Security, Swimming Pool",
Apartment,3,1410.0,Ar Anmol Alpine Square,Patancheru,Hyderabad,0.8,5673.0,Ready to move,New,No,New Property,3.0,1250.81,,,,,No Deposit,Unfurnished,East,,,"Swimming Pool, Lift(s), Sports Facility, 24 X 7 Security, Multipurpose Room, Intercom, Jogging Track, Indoor Games, Childrens play area, Full Power Backup, Gymnasium, Club House","Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Sofa, Refrigerator, TV"
Apartment,5,5472.0,Sattva Lake Ridge,Kokapet,Hyderabad,7.5,13706.0,Under Construction,New,No,Unknown,6.0,4854.19,,,,,No Deposit,Unfurnished,,,,"Swimming Pool, Lift(s), Childrens play area, Multipurpose Room, 24 X 7 Security, Cafeteria, Intercom, Jogging Track, Indoor Games, Vaastu Compliant, Full Power Backup, Gymnasium, Club House",
Apartment,3,1895.0,Kalpataru Residency,Sanath Nagar,Hyderabad,1.04,5500.0,Ready to move,New,Yes,New Property,3.0,1681.05,14.0,,,,No Deposit,Unfurnished,,,Freehold,"Indoor Games, ATM, Jogging Track, Lift(s), Intercom, Full Power Backup, Cafeteria, Childrens play area, Rain Water Harvesting, Club House, Swimming Pool, School, Shopping Mall, Multipurpose Room, Sports Facility, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Independent House,2,1100.0,,Beeramguda,Hyderabad,0.58,5272.0,Ready to move,New,Yes,New Property,3.0,975.81,,50000.0,1.0,pooja room,No Deposit,Unfurnished,South,,Freehold,,
Apartment,2,1080.0,,Manneguda,Hyderabad,0.44,4050.0,Under Construction,New,No,Unknown,2.0,958.06,,,,,No Deposit,Unfurnished,West,,,,
Apartment,2,1212.0,Spectra Metro Heights,Nagole,Hyderabad,0.6,4950.0,Ready to move,Resale,No,New Property,2.0,1075.16,,,,,No Deposit,Unfurnished,East,,,"Indoor Games, ATM, Jogging Track, Lift(s), Intercom, Full Power Backup, Rain Water Harvesting, Childrens play area, Staff Quarter, Club House, Multipurpose Room, Swimming Pool, Car Parking, Hospital, School, Shopping Mall, 24 X 7 Security, Sports Facility, Gymnasium, Vaastu Compliant",
Apartment,2,1150.0,,Ameenpur,Hyderabad,0.55,4798.0,Under Construction,New,Yes,Unknown,2.0,1020.16,1.0,400000.0,2.0,pooja room,No Deposit,Unfurnished,East,Road View,Freehold,,
Apartment,3,1909.0,,Hitech City,Hyderabad,1.29,6800.0,Under Construction,New,No,Unknown,3.0,1693.47,,,,,No Deposit,Unfurnished,East,,,,
Apartment,2,1290.0,Gem Nakshathra Phase I,Kokapet,Hyderabad,1.02,7907.0,Under Construction,New,No,Unknown,,1144.35,,,,,No Deposit,Unfurnished,,,,"Landscaped Gardens, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Childrens play area, Multipurpose Room, Rain Water Harvesting, Cafeteria, Intercom, Club House, 24 X 7 Security, Car Parking, Swimming Pool, Gymnasium",
Apartment,2,1245.0,Jains Fairmount Sri Ram Garden 2,Kompally,Hyderabad,0.84,6754.0,Under Construction,New,No,Unknown,,1104.44,,,,,No Deposit,Unfurnished,,,,"Indoor Games, Childrens play area, 24 X 7 Security, Gymnasium",
Independent House,6,2650.0,,Alwal,Hyderabad,1.2,4528.0,Ready to move,New,No,Unknown,6.0,2350.81,,,,,No Deposit,Unfurnished,East,,,,
Apartment,3,1269.0,Eapl Sri Tirumala Millennium,Mallapur,Hyderabad,0.72,5673.0,Under Construction,New,No,Unknown,3.0,1125.73,,,,,No Deposit,Unfurnished,East,,,"Swimming Pool, ATM, Sports Facility, Lift(s), Indoor Games, Full Power Backup, Childrens play area, Rain Water Harvesting, Intercom, Vaastu Compliant, 24 X 7 Security, Car Parking, Gymnasium, Club House",Gas connection
Apartment,3,1795.0,Pvr Anmol,Bachupally,Hyderabad,1.04,5801.0,Ready to move,New,No,New Property,,1592.34,,,,,No Deposit,Unfurnished,,,,"Swimming Pool, Lift(s), Car Parking, Rain Water Harvesting, Full Power Backup, Cafeteria, Intercom, Indoor Games, 24 X 7 Security, Childrens play area, Gymnasium, Club House, Vaastu Compliant",
Apartment,2,1436.0,,Nallagandla Gachibowli,Hyderabad,1.07,7451.0,Under Construction,New,No,Unknown,2.0,1273.87,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Villa,4,2100.0,,Shankarpally Road,Hyderabad,0.89,4238.0,Under Construction,New,No,Unknown,4.0,1862.9,,,,,No Deposit,Semi-Furnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area","Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Sofa, Refrigerator, TV"
Apartment,2,1290.0,Idream Sai Rk Oxygen Valley,Mallampet,Hyderabad,0.76,5865.0,Under Construction,New,No,Unknown,2.0,1144.35,,,,,No Deposit,Unfurnished,East,,,Club House,
Villa,5,5300.0,,Sainikpuri,Hyderabad,3.25,6132.0,Ready to move,New,No,Unknown,5.0,4701.61,,,,,No Deposit,Semi-Furnished,,,,,
Apartment,2,1290.0,,Kompally,Hyderabad,0.71,5496.0,Ready to move,New,No,Unknown,2.0,1144.35,,,,,No Deposit,Unfurnished,East,,,"Sports Facility, Gymnasium, Club House, Childrens play area, Full Power Backup, Lift(s)",Gas connection
Apartment,2,1050.0,,Patancheru Shankarpalli Road,Hyderabad,0.33,3095.0,Under Construction,New,Yes,Unknown,2.0,931.45,4.0,,1.0,,No Deposit,Furnished,East,,Freehold,,
Apartment,1,650.0,Tranquillo Projects Mpr Urban City,Patancheru,Hyderabad,0.33,5076.0,Ready to move,New,No,New Property,1.0,576.61,,,,,No Deposit,Unfurnished,SouthWest,,,,
Apartment,3,1745.0,Newmark Homes,Kompally,Hyderabad,0.76,4336.0,Ready to move,New,Yes,Moderately New Property,3.0,1547.98,6.0,68000.0,,,No Deposit,Unfurnished,NorthEast,,,"Swimming Pool, Lift(s), Multipurpose Room, Rain Water Harvesting, Intercom, Indoor Games, Childrens play area, Full Power Backup, Gymnasium, Club House, Vaastu Compliant, 24 X 7 Security","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Apartment,3,2100.0,,Kondapur,Hyderabad,1.94,9238.0,Ready to move,New,No,Unknown,3.0,1862.9,,,,,No Deposit,Semi-Furnished,East,,,,
Apartment,2,1150.0,,Ameenpur,Hyderabad,0.54,4700.0,Under Construction,New,Yes,Unknown,2.0,1020.16,1.0,500000.0,2.0,,No Deposit,Unfurnished,West,Road View,Freehold,"Rain Water Harvesting, Intercom, Car Parking, Club House, Childrens play area, 24 X 7 Security, Full Power Backup, Lift(s)",
Apartment,2,1441.0,Indis One City,Kukatpally,Hyderabad,0.89,6180.0,Under Construction,New,No,Unknown,,1278.31,,,,,No Deposit,Unfurnished,,,,"Indoor Games, ATM, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Childrens play area, Cafeteria, Club House, Swimming Pool, School, Multipurpose Room, Rain Water Harvesting, Sports Facility, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Apartment,2,1070.0,,Miyapur Hmt Swarnapuri Colony,Hyderabad,0.5,4700.0,Under Construction,New,Yes,Unknown,2.0,949.19,4.0,500000.0,2.0,,No Deposit,Unfurnished,North,Road View,Freehold,"Maintenance Staff, Car Parking, Vaastu Compliant, 24 X 7 Security, Full Power Backup, Lift(s)",
Apartment,3,2320.0,,Tellapur,Hyderabad,0.72,3100.0,Under Construction,New,No,Unknown,3.0,2058.06,,,,,No Deposit,Semi-Furnished,East,,,,
Apartment,2,1060.0,,Miyapur Hmt Swarnapuri Colony,Hyderabad,0.51,4800.0,Under Construction,New,Yes,Unknown,2.0,940.32,4.0,500000.0,2.0,,No Deposit,Unfurnished,East,Road View,Freehold,"Rain Water Harvesting, Car Parking, Vaastu Compliant, 24 X 7 Security, Full Power Backup, Lift(s)",
Apartment,3,1449.0,Modi Edifice,Kompally,Hyderabad,0.73,5037.0,Ready to move,Resale,Yes,New Property,3.0,1285.4,11.0,1000000.0,,,No Deposit,Unfurnished,East,,,"Indoor Games, Multipurpose Room, Lift(s), Rain Water Harvesting, Cafeteria, Intercom, Jogging Track, 24 X 7 Security, Car Parking, Swimming Pool, Gymnasium, Childrens play area",
Apartment,3,1840.0,Poulomi Avante,Kokapet,Hyderabad,1.56,8499.0,Ready to move,New,No,Unknown,3.0,1632.26,,,,,No Deposit,Unfurnished,East,,,"Swimming Pool, Lift(s), Sports Facility, Full Power Backup, Indoor Games, Childrens play area, Multipurpose Room, Rain Water Harvesting, Intercom, Jogging Track, Club House, 24 X 7 Security, Car Parking, Gymnasium","Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Sofa, Refrigerator, TV"
Apartment,3,1485.0,,Moosapet,Hyderabad,0.62,4175.0,Under Construction,New,No,Unknown,2.0,1317.34,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,2,1154.0,,Aminpur,Hyderabad,0.58,5000.0,Ready to move,New,No,Unknown,2.0,1023.71,,,,,No Deposit,Semi-Furnished,SouthWest,,,"Full Power Backup, Lift(s)",Gas connection
Apartment,3,1545.0,Nsl East County Tower 1,Habsiguda,Hyderabad,0.71,4616.0,Under Construction,New,Yes,Unknown,3.0,1370.56,6.0,59000.0,,,No Deposit,Unfurnished,East,"Corner, Garden View, Pool View, Road View",Freehold,"Swimming Pool, Lift(s), Multipurpose Room, Intercom, Jogging Track, Indoor Games, 24 X 7 Security, Car Parking, Gymnasium, Club House, Childrens play area, Full Power Backup","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Independent House,5,5000.0,,West Marredpally,Hyderabad,5.4,10800.0,Ready to move,Resale,No,Unknown,5.0,4435.48,,,,,No Deposit,Furnished,South,,,,
Apartment,3,1940.0,Aspire Spaces Ameya,Miyapur,Hyderabad,1.1,5699.0,Under Construction,New,Yes,Unknown,3.0,1720.97,15.0,,,,No Deposit,Unfurnished,,,Freehold,"Car Parking, Multipurpose Room, Indoor Games, Lift(s), 24 X 7 Security, Rain Water Harvesting, Cafeteria, Intercom, Jogging Track, Childrens play area, Full Power Backup, Swimming Pool, Gymnasium, Club House",
Apartment,2,1100.0,,Nanakramguda,Hyderabad,0.7,6363.0,Ready to move,New,Yes,Moderately New Property,2.0,975.81,2.0,500000.0,1.0,pooja room,No Deposit,Semi-Furnished,North,Road View,Freehold,"Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup, Lift(s)","Sofa, Wardrobe"
Apartment,3,1460.0,Eipl Cornerstone,Puppalaguda,Hyderabad,1.4,9589.0,Ready to move,New,No,New Property,2.0,1295.16,,,,,No Deposit,Unfurnished,,,,"Indoor Games, ATM, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Childrens play area, Cafeteria, Club House, Swimming Pool, Shopping Mall, Multipurpose Room, Rain Water Harvesting, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Apartment,3,1585.0,,Kukatpally,Hyderabad,0.71,4500.0,Under Construction,New,No,Unknown,3.0,1406.05,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Independent House,5,2700.0,,Jai Suryapatnam,Hyderabad,1.0,3703.0,Under Construction,Resale,No,Unknown,7.0,2395.16,,,,,No Deposit,Unfurnished,,,,,
Apartment,3,1500.0,Nithin Nc Sunrise,Ameenpur,Hyderabad,0.87,5800.0,Under Construction,New,Yes,Unknown,3.0,1330.65,4.0,500000.0,2.0,,No Deposit,Unfurnished,East,,,,
Villa,4,4000.0,Cmg Halcyon Homes,Gachibowli,Hyderabad,7.0,17500.0,Ready to move,New,No,Unknown,4.0,3548.39,,,,,No Deposit,Semi-Furnished,,,,"Swimming Pool, Lift(s), Rain Water Harvesting, Intercom, Indoor Games, Childrens play area, Full Power Backup, Gymnasium, 24 X 7 Security",
Apartment,3,1400.0,,Puppalaguda,Hyderabad,0.83,5928.0,Ready to move,New,No,Moderately New Property,3.0,1241.94,,,,,No Deposit,Unfurnished,East,,,,
Apartment,3,1665.0,Raghuram A2A Life Spaces,Balanagar,Hyderabad,0.83,5000.0,Ready to move,New,Yes,Moderately New Property,3.0,1477.02,6.0,,2.0,pooja room,No Deposit,Unfurnished,,,Freehold,"Swimming Pool, Shopping Mall, Lift(s), Full Power Backup, Indoor Games, Childrens play area, Jogging Track, Club House, Multipurpose Room, Rain Water Harvesting, Intercom, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Apartment,3,1590.0,Royal Pride,Kavuri Hills,Hyderabad,0.86,5400.0,Ready to move,New,No,Unknown,3.0,1410.48,,,,,No Deposit,Unfurnished,North,,,,
Apartment,3,2145.0,Akshita Heights 6,Malkajgiri,Hyderabad,1.32,6199.0,Under Construction,New,No,Unknown,,1902.82,,,,,No Deposit,Unfurnished,,,,"Jogging Track, Indoor Games, Swimming Pool, Childrens play area, 24 X 7 Security, Gymnasium",
Independent House,2,1560.0,Sp Satya Krupa Enclave,Miyapur,Hyderabad,0.94,5994.0,Ready to move,Resale,Yes,Unknown,2.0,1383.87,,68000.0,,"study room, pooja room",No Deposit,Unfurnished,NorthEast,"Corner, Garden View, Pool View, Road View",Freehold,"Landscaped Gardens, Lift(s), Swimming Pool, Full Power Backup, Multipurpose Room, Rain Water Harvesting, 24 X 7 Security, Car Parking","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Apartment,3,1535.0,Primark Narenn Primark Inspira,Miyapur,Hyderabad,1.1,7200.0,Under Construction,New,No,Unknown,,1361.69,,,,,No Deposit,Unfurnished,,,,"Gymnasium, Multipurpose Room, Rain Water Harvesting, Cafeteria, Indoor Games, Car Parking, Full Power Backup, Club House, Childrens play area, 24 X 7 Security",
Apartment,3,1631.0,Prestige The Prestige City Hyderabad Apartments,Premavathi Pet,Hyderabad,1.04,6437.0,Under Construction,New,No,Unknown,,1446.85,,,,,No Deposit,Unfurnished,,,,"Swimming Pool, Lift(s), Cafeteria, Indoor Games, Gymnasium",
Apartment,2,1055.0,,Aminpur,Hyderabad,0.56,5284.0,Ready to move,New,No,Unknown,2.0,935.89,,,,,No Deposit,Unfurnished,East,,,,
Apartment,3,1587.0,Candeur 40,Miyapur,Hyderabad,1.42,8947.0,Ready to move,Resale,No,New Property,2.0,1407.82,,,,,No Deposit,Unfurnished,,,,"Shopping Mall, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Childrens play area, Maintenance Staff, Club House, Golf Course, Swimming Pool, Landscaped Gardens, Multipurpose Room, Rain Water Harvesting, Cafeteria, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security",
Villa,3,1560.0,Siora Meadows,Manikonda,Hyderabad,0.82,5275.0,Ready to move,Resale,Yes,Old Property,3.0,1383.87,,81000.0,,"study room, servant room, pooja room",No Deposit,Unfurnished,,"Corner, Garden View, Pool View, Road View",Freehold,"Rain Water Harvesting, Intercom, Car Parking, 24 X 7 Security, Full Power Backup, Lift(s)","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Apartment,3,1570.0,,Serilingampally,Hyderabad,1.08,6882.0,Ready to move,New,No,Unknown,2.0,1392.74,,,,,No Deposit,Furnished,SouthWest,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,3,1600.0,,Kollur,Hyderabad,0.6,3750.0,Under Construction,New,No,Unknown,3.0,1419.35,,,,,No Deposit,Unfurnished,West,,,,
Apartment,2,1100.0,,Aminpur,Hyderabad,0.58,5272.0,Ready to move,New,No,Unknown,2.0,975.81,,,,,No Deposit,Unfurnished,West,,,,
Villa,3,5000.0,,Sainikpuri,Hyderabad,5.0,10000.0,Ready to move,Resale,No,Unknown,4.0,4435.48,,,,,No Deposit,Furnished,West,,,,
Apartment,4,3430.0,My Home Bhooja,Madhapur,Hyderabad,8.5,24781.0,Ready to move,Resale,No,New Property,4.0,3042.74,,,,,No Deposit,Unfurnished,,,,"Swimming Pool, ATM, Lift(s), Full Power Backup, Indoor Games, Childrens play area, Rain Water Harvesting, Intercom, Jogging Track, Club House, 24 X 7 Security, Car Parking, Gymnasium",
Apartment,3,1500.0,,Muthangi,Hyderabad,0.53,3533.0,Under Construction,New,No,Unknown,3.0,1330.65,,,,,No Deposit,Unfurnished,North,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,3,1711.0,Rv Nirmaan Uddiipta,Meerpet,Hyderabad,1.02,6000.0,Under Construction,New,No,Unknown,,1517.82,,,,,No Deposit,Unfurnished,,,,,
Apartment,2,1350.0,,Pragathi Nagar Kukatpally,Hyderabad,0.53,3898.0,Under Construction,New,No,Unknown,2.0,1197.58,,,,,No Deposit,Unfurnished,North,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area","Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Sofa, Refrigerator, TV"
Apartment,2,1207.0,Confident Pride,Chandanagar,Hyderabad,0.83,6900.0,Under Construction,New,No,Unknown,,1070.73,,,,,No Deposit,Unfurnished,,,,"Rain Water Harvesting, Swimming Pool, Car Parking, Club House, Childrens play area, 24 X 7 Security, Gymnasium",
